dx1 dy1 dx2 dy2 dx3 dy3 dx4 dy4 dx5 dy5
-0.5852 -4.6816 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-0.2200 -4.4777 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-0.2203 -4.4374 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0185 -4.2645 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-0.2188 -4.0397 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-0.1083 -3.6649 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1042 -3.4556 3.0400 -4.4427 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1868 -3.3473 3.0008 -4.6002 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1283 -3.3479 3.2244 -4.1222 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.2337 -3.2403 2.7363 -4.0588 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0000 -3.1648 3.0991 -3.9322 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1185 -2.8903 2.8993 -3.9027 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0099 -2.5536 2.6898 -3.8318 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-0.2520 -2.3704 3.0002 -3.2992 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-0.0779 -2.2303 2.9629 -3.3418 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0216 -2.1293 3.0062 -3.0660 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-0.5750 -2.3687 3.0690 -3.0357 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-0.3049 -1.8610 2.7368 -2.7712 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-0.3508 -1.5332 2.7085 -2.5435 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-0.3374 -1.5147 2.6802 -2.6854 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
2.3819 -2.6101 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
2.4501 -2.2200 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
2.4618 -2.2398 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
2.0984 -2.1362 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
2.4910 -1.8299 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
2.0838 -1.6871 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
1.9340 -1.6342 6.2912 0.2049 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
1.7549 -1.9066 5.8366 0.2673 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
1.7718 -1.5531 5.7003 0.3920 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
1.6991 -1.4980 5.9745 0.5964 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
1.5358 -1.3245 5.6018 0.7465 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
1.3255 -1.1951 5.4796 0.5643 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
1.1864 -1.3907 5.4624 0.7194 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.9835 -1.2722 4.8275 0.8759 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
1.2845 -1.1412 5.1187 0.4207 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
1.0668 -1.2409 4.6582 1.0448 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
4.3916 1.0622 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
4.5007 0.7093 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
4.4949 1.0234 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
4.1551 1.0132 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
3.9441 1.4857 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
4.0497 0.8732 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
3.6997 0.8574 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
3.4902 1.1627 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
3.5673 1.1750 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
3.3103 0.9818 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
3.3803 0.7081 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
3.0714 0.4514 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
2.8109 0.6793 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
2.4731 0.6690 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
2.5179 0.4019 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
2.4191 0.7521 1.3651 5.6723 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
1.9906 0.3236 1.3543 5.1704 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
2.1694 0.1723 1.1608 5.3026 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
2.2337 0.2895 0.8877 5.2910 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
1.8044 0.3919 0.8390 4.9662 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.6653 4.9064 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.6773 4.8320 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.7378 4.8505 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.5700 4.9228 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.2912 4.4892 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.2162 4.4973 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1296 4.2883 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.2639 4.0650 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-0.2284 4.1139 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0361 3.8419 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1339 3.9329 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1457 3.5109 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.2446 3.3405 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0181 3.2391 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
