dx1 dy1 dx2 dy2 dx3 dy3 dx4 dy4 dx5 dy5
0.0610 -2.1358 2.8863 -2.9538 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-0.3859 -2.0894 2.7855 -2.8594 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-0.2778 -1.4877 2.7924 -2.4411 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-0.6217 -1.5523 2.5544 -2.5140 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
2.5565 -2.2431 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
2.6001 -2.2226 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
2.3676 -2.2169 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
2.3212 -1.7891 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
1.9589 -1.8554 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
2.0623 -1.7664 6.2874 0.0300 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
1.9369 -1.7572 5.6698 0.1813 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
1.8508 -1.5822 5.8747 0.4530 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
1.3842 -1.4111 5.7062 0.7158 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
1.5252 -1.4696 5.6102 0.7974 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
1.4272 -1.1970 5.5517 0.7684 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
1.1453 -1.1261 5.6287 0.5549 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
1.1059 -1.3220 5.3590 0.7688 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
1.1768 -0.8474 4.9415 0.8922 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.7493 -1.1188 4.8895 0.9362 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
4.4331 0.8271 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
4.5096 0.8563 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
4.5474 0.9646 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
4.1337 0.9251 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
4.1555 0.9575 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
3.6830 0.9717 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
3.6438 0.8426 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
3.8073 0.8804 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
3.3503 0.8752 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
3.2880 0.7744 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
3.2447 0.9687 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
3.0838 0.5946 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
2.9122 0.8672 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
2.6729 0.5089 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
2.4505 0.5245 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
2.6220 0.4827 1.0359 5.3717 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
2.5126 0.5002 1.0810 5.4221 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
2.1757 0.3182 1.2460 5.1544 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
1.9878 0.3386 1.0645 5.1908 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
1.8484 0.1572 1.0549 5.1906 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.8085 5.1101 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.6248 5.0978 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.5134 4.7476 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.4599 4.6081 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.3303 4.7420 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.5484 4.2994 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1594 4.4850 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0760 4.1716 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1439 3.9620 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1925 3.8632 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.2138 3.5193 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.3896 3.5537 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0803 3.3067 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-0.3479 3.4776 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0000 2.9980 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-0.1649 2.8010 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0277 2.6332 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1696 2.6321 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1913 2.3297 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.3547 2.4400 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0828 1.8920 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.3224 1.8227 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-6.7764 2.7749 0.1663 1.6363 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-6.6047 2.3917 0.5265 1.5376 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-6.7543 2.4340 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-6.5024 2.4424 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-6.5198 2.1600 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-6.3469 1.9736 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-6.1378 2.0515 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-6.0429 1.7679 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-6.0495 1.5826 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-5.7880 1.8039 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-5.9181 1.6935 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-5.6844 1.6986 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-5.5327 1.3071 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-5.3104 1.2621 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-5.4258 1.3469 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-5.1812 1.1717 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-4.9891 1.2612 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-4.6949 0.9870 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-4.4977 1.1133 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-4.5941 0.8704 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-4.3038 1.3661 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-4.2312 1.1578 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-4.0171 0.7204 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-3.8876 1.1559 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-3.7192 0.9435 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-3.6712 0.8869 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-3.6064 1.0133 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-3.2566 1.0281 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-2.9940 0.9719 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-2.9763 1.1544 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-1.3615 -5.4533 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-1.2355 -5.7127 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-1.1276 -5.5042 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-1.0251 -5.2866 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-0.6099 -5.1092 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-0.6031 -4.9171 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-0.7080 -5.0229 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-0.6217 -4.8954 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-0.6256 -4.5039 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-0.1668 -4.4439 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-0.4255 -4.6407 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-0.3677 -4.1244 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-0.1419 -4.0458 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-0.1853 -3.8245 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-0.1359 -3.5068 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-0.0990 -3.8442 3.1207 -4.5336 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.3293 -3.3717 2.8953 -4.5264 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-0.0999 -3.2047 2.8723 -4.5594 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-0.1039 -3.2271 2.9442 -4.4569 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0000 -3.2381 2.8583 -3.9059 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-0.0041 -2.6782 2.9223 -3.9979 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-0.3067 -2.9169 2.8928 -3.4387 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0221 -2.3090 2.9498 -3.5606 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0488 -2.1542 3.1480 -3.2594 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-0.1209 -2.0770 2.7163 -3.5349 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-0.4034 -2.2268 2.7788 -3.3358 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-0.3671 -1.8298 2.7504 -2.9722 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-0.2927 -1.7392 2.7507 -3.0349 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-0.1390 -1.5920 2.6200 -2.6564 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-0.2860 -1.5974 2.6609 -2.6975 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
2.8605 -2.4534 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
2.5494 -2.0705 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
2.2261 -2.1428 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
2.0717 -1.8454 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
1.9834 -1.8993 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
2.4163 -1.9535 6.0770 -0.0182 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
1.8977 -1.8009 6.1273 0.1265 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
1.4671 -1.5583 5.7521 0.0957 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
1.4295 -1.5714 5.6032 0.6012 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
1.3167 -1.1716 5.7089 0.6202 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
1.1226 -1.5270 5.4148 0.7753 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
1.1285 -1.3731 5.0850 0.5992 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
1.2869 -1.1938 5.1052 0.4680 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
1.1053 -1.0766 4.7359 0.9117 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.6143 -1.0574 4.6585 0.9445 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
4.5915 0.8552 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
4.4752 0.8708 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
4.1381 1.0066 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
4.0298 1.1852 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
3.9854 0.9569 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
3.8518 1.4282 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
3.7226 0.9950 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
3.6774 1.1349 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
3.5237 0.9243 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
3.0640 0.6280 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
3.0696 0.8411 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
2.9044 0.6890 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
2.5437 0.6381 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
2.4114 0.6921 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
2.5763 0.6031 1.4729 5.6056 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
2.4262 0.8580 1.4577 5.7054 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
2.3078 0.4563 0.8855 5.5304 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
2.2612 0.2736 1.0367 5.2562 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
1.9930 -0.0153 1.0371 5.4445 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
1.8702 0.0438 0.9759 5.1513 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.7586 5.0655 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.6288 4.9560 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.7174 5.0018 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1897 4.7046 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.2899 4.6262 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.2824 4.4205 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.4876 4.3763 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.3929 4.0573 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1099 3.9922 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-0.0311 3.7182 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0280 3.6027 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1754 3.4625 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-0.0975 3.3428 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1534 3.1227 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0000 3.0132 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0848 2.7809 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1857 2.8073 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.2715 2.4402 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-0.1090 2.6794 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1127 2.3664 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.2162 2.0297 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1694 1.7530 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-6.6976 2.7368 0.1439 1.7712 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-6.7025 2.6898 0.4515 1.4439 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-6.7337 2.1801 0.5832 1.3831 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-6.4183 2.4281 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-6.4406 2.0049 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-5.9285 2.0112 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-6.0477 1.7980 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-5.9906 1.6945 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-6.0413 2.0255 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-6.1056 1.6245 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-6.0932 1.6954 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-5.8393 1.2351 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-5.7517 1.2116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-5.2348 1.1517 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-5.1638 1.1416 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-4.7940 1.2857 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-4.8292 1.0849 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-4.9485 1.0316 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-4.5486 1.1622 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-4.3396 1.1231 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-4.3704 1.0044 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-4.1899 1.1598 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
